OriginalTweet,Sentiment,processed tweet,AMR
@tonyhu11956111 The Quebec government said yesterday is it rolling out an education plan with online resources: https://t.co/kOTFngN19H,Neutral,The Quebec government said yesterday that it is rolling out an education plan with online resources.,"(s / say-01
      :ARG0 (g / government-organization
            :ARG0-of (g2 / govern-01
                  :ARG1 (p / province
                        :name (n / name
                              :op1 ""Quebec""))))
      :ARG1 (r / roll-out-02
            :ARG0 g
            :ARG1 (p2 / plan
                  :topic (e / educate-01)
                  :accompanier (r2 / resource
                        :mod (o / online))))
      :time (y / yesterday))"
The outlook revision factors in the risk of sharply lower commodity prices of Brent zinc and aluminium in FY21 in the wake of pandemic reports,Negative,"The outlook revision factors in the risk of sharply lower commodity prices, including Brent zinc and aluminium, in FY21 in the wake of pandemic reports.","(f / factor-01
      :ARG0 (r / revise-01
            :ARG1 (o / outlook))
      :ARG1 (r2 / risk-01
            :ARG2 (p / price-01
                  :ARG1 (c / commodity
                        :ARG2-of (ii / include-01
                              :ARG1 (a / and
                                    :op1 (z / zinc
                                          :mod (w / world-region
                                                :name (n / name
                                                      :op1 ""Brent"")))
                                    :op2 (a2 / aluminum
                                          :mod w))))
                  :ARG1-of (h / have-degree-91
                        :ARG2 (l / low-04
                              :ARG1 p)
                        :ARG3 (m / more
                              :degree (s / sharp)))
                  :time (d / date-entity
                        :year 21
                        :mod (f2 / finance)))
            :time (w2 / wake
                  :op1 (r3 / report-01
                        :ARG1 (p2 / pandemic)))))"
"Phone #apps are being developed to curb transmission of the novel #coronavirus. My story for HealthDay Consumer News. (The portion on MIT was added during the editing process.)
https://t.co/jdEgaHoQyj",Positive,Apps are being developed to curb the transmission of the novel coronavirus.,"(d / develop-02
      :ARG1 (a / app)
      :ARG3 (c / curb-01
            :ARG0 a
            :ARG1 (t / transmit-01
                  :ARG1 (c2 / coronavirus
                        :mod (n / novel)))))"
COVID-19 STATUS | PHONE ORDERS AND OPERATIONS ARE ACTIVE. RETAIL STORE IS CLOSED https://t.co/CNgv2n9dyT https://t.co/meDAuFfxNr,Positive,We are currently open for phone orders and operations. Our retail store is closed.,"(m / multi-sentence
      :snt1 (o / open-09
            :ARG1 (w / we)
            :purpose (a / and
                  :op1 (o2 / order-02
                        :instrument (p / phone))
                  :op2 (o3 / operate-01
                        :ARG1 w))
            :time (c / current))
      :snt2 (c2 / close-01
            :ARG1 (s / store
                  :mod (r / retail-01)
                  :poss (w2 / we))))"
suggests have necessary medications amp medical supplies to treat a cold and flu fever and other symptoms  Have enough household items and groceries on hand to stay home for a period of time,Positive,.,(a / amr-empty)
"One of the few things we're able to do with social distancing is go to the supermarkets. So if you have to visit the supermarket this #Easter, there's a few tips to avoid getting #COVID-19 when you're out and about, find out on #Coronacast
https://t.co/AABTyC64iu",Negative,"One of the few things we can do with social distancing is go to the supermarkets. So if you have to visit the supermarket this #Easter, there are a few tips to avoid getting #COVID-19 when you're out and about. Find out on #Cor","(m / multi-sentence
      :snt1 (g / go-02
            :ARG0 (y / you)
            :ARG4 (s / supermarket)
            :ARG1-of (ii / include-91
                  :ARG2 (t / thing
                        :quant (f / few)
                        :ARG1-of (d / do-02
                              :ARG0 (w / we)
                              :ARG3 (d2 / distance-01
                                    :ARG0 w
                                    :ARG2 (s2 / society))
                              :ARG1-of (p / possible-01)))))
      :snt2 (c / cause-01
            :ARG0 (o / obligate-01
                  :ARG1 (y2 / you)
                  :ARG2 (v / visit-01
                        :ARG0 y2
                        :ARG1 (s3 / supermarket)
                        :time (f2 / festival
                              :name (n / name
                                    :op1 ""Easter"")
                              :mod (t2 / this))))
            :ARG1 (t3 / tip-05
                  :ARG2 (a / avoid-01
                        :ARG0 y2
                        :ARG1 (g2 / get-01
                              :ARG0 y2
                              :ARG1 (p2 / product
                                    :name (n2 / name
                                          :op1 ""COVID-19""))
                              :time (b / be-located-at-91
                                    :ARG1 y2
                                    :ARG2 (o2 / out-and-about))))
                  :quant (f3 / few)))
      :snt3 (f4 / find-out-03
            :ARG0 (y3 / you)
            :medium (p3 / publication
                  :name (n3 / name
                        :op1 ""Cor""))))"
There are reports that there are people out in Enniskillen selling toilet rolls and hand sanitiser at exorbitant prices This is undoubtedly a spin off from panic buying 19,Neutral,/03/2020There are reports of people in Enniskillen selling toilet rolls and hand sanitiser at exorbitant prices.,"(r / report-01
      :ARG1 (s / sell-01
            :ARG0 (p / person)
            :ARG1 (a / and
                  :op1 (r2 / roll
                        :purpose (t / toilet))
                  :op2 (p2 / product
                        :ARG0-of (s2 / sanitize-01
                              :ARG1 (h / hand)))
                  :ARG2-of (p3 / price-01
                        :mod (e / exorbitant))
                  :ARG1-of p3)
            :location (c / city
                  :name (n / name
                        :op1 ""Enniskillen"")))
      :time (d / date-entity
            :year 2020
            :month 3
            :day 3))"
I returned home from my travels due to the outbreak Friday This was the scene at my local grocery store yesterday morning I did manage to purchase food elsewhere but it was a struggle,Negative,I returned home from my travels on Friday due to the outbreak.,"(r / return-01
      :ARG1 (ii / i)
      :ARG3 (t / travel-01
            :ARG0 ii)
      :ARG4 (h / home)
      :time (d / date-entity
            :weekday (f / friday))
      :ARG1-of (c / cause-01
            :ARG0 (o / outbreak-29)))"
"During this pandemic the hospitals still expect me to pay for my miscarriage when I already do not have enough funds for food. If anyone could send me maybe just a dollar I will be very greatful! ?
$InsaneRooster
 #ineedmoney #nofood #coronavirus #bills #JeffreeStarApproved",Negative,"During this pandemic, I still have to pay for my miscarriage at the hospital, even though I can't afford food. If anyone could spare a dollar, I would be very grateful.","(m / multi-sentence
      :snt1 (o / obligate-01
            :ARG1 (ii / i)
            :ARG2 (p / pay-01
                  :ARG0 ii
                  :ARG3 (m2 / miscarriage
                        :poss ii)
                  :mod (s / still)
                  :location (h / hospital))
            :time (p2 / pandemic
                  :mod (t / this))
            :concession (p3 / possible-01
                  :polarity -
                  :ARG1 (a / afford-01
                        :ARG0 ii
                        :ARG1 (f / food))))
      :snt2 (a2 / appreciate-02
            :ARG0 (ii2 / i)
            :ARG1 (p4 / possible-01
                  :ARG1 (s2 / spare-01
                        :ARG0 (a3 / anyone)
                        :ARG1 (m3 / monetary-quantity
                              :quant 1
                              :unit (d / dollar))))
            :degree (v / very)))"
"How #manufacturing is pivoting to fight #COVID19: ""It's switching from making #cars, whiskey &amp; #cosmetics to producing #medical supplies, hand sanitizer &amp; masks in the international battle against #coronavirus"" via .@marciasavage .@SAP_CX #healthcare https://t.co/oNudo3HNXY https://t.co/cBmgOYyvCi",Negative,"Manufacturing is switching from making cars, whiskey, and cosmetics to producing medical supplies, hand sanitizer, and masks in the international battle against coronavirus.","(s / switch-01
      :ARG1 (m / manufacture-01)
      :ARG2 (p / produce-01
            :ARG1 (a / and
                  :op1 (s2 / supply-01
                        :mod (m2 / medicine))
                  :op2 (s3 / sanitize-01
                        :ARG1 (h / hand))
                  :op3 (m3 / mask))
            :subevent-of (b / battle-01
                  :ARG1 (c / coronavirus)
                  :mod (ii / international)))
      :ARG3 (m4 / make-01
            :ARG1 (a2 / and
                  :op1 (c2 / car)
                  :op2 (w / whiskey)
                  :op3 (c3 / cosmetics))))"
"Live from Fort Knox, The Netherlands.

https://t.co/1iMRCH2QwB

#coronavirus #toiletpaper",Neutral, #COVID19  is a live stream from Fort Knox in The Netherlands.,"(s / stream-03
      :ARG1 (e / event
            :name (n / name
                  :op1 ""COVID19""))
      :manner (l / live)
      :source (f / facility
            :name (n2 / name
                  :op1 ""Fort""
                  :op2 ""Knox"")
            :location (c / country
                  :name (n3 / name
                        :op1 ""The""
                        :op2 ""Netherlands""))))"
"Transport firms such as Comfort Delgro and SMRT Roads are exploring options on how to help online grocery platforms with deliveries amidst the surges in demand. 

https://t.co/qaQqSaz9iQ

#retail #grocery #coronavirus #covid19 #demand #groceries #transport #delivery #deliveries",Positive,  firms such as Comfort Delgro and SMRT Roads are exploring options on how to help online grocery platforms with deliveries amidst the surges in demand.,"(e / explore-01
      :ARG0 (f / firm
            :example (a / and
                  :op1 (c / company
                        :name (n / name
                              :op1 ""Comfort""
                              :op2 ""Delgro""))
                  :op2 (c2 / company
                        :name (n2 / name
                              :op1 ""SMRT""
                              :op2 ""Roads""))))
      :ARG1 (o / option
            :manner-of (h / help-01
                  :ARG0 f
                  :ARG1 (d / deliver-01)
                  :ARG2 (p / platform
                        :mod (g / grocery
                              :mod (o2 / online)))
                  :time (s / surge-01
                        :ARG1 (d2 / demand-01)))))"
"Buy a wide range of over the counter medicines online at low prices. Download the app now!
Visit: https://t.co/rMj1CmsYIh | Call: 7011259210

#3meds #medicine #orderonline #buynow #healthcare #medical #coronavirus #Indiafightscorona https://t.co/oxAoQ8rHjV",Negative,,(a / amr-empty)
"My article...in the Retail section of Economic Times online edition...
 about the impact of COVID 19 on shopping behavior...your thoughts will help enrich my learning

https://t.co/wtWUd9s47U

#coronavirusindia  #ecommerce #onlineshopping 

@AmitAgarwal @Grofers @JeffBezos",Positive," @Flipkart @AmazonINMy article in the Retail section of Economic Times online edition about the impact of COVID 19 on shopping behavior, your thoughts will help enrich my learning.","(m / multi-sentence
      :snt1 (s / say-01
            :ARG2 (c / company
                  :name (n / name
                        :op1 ""Flipkart"")))
      :snt2 s
      :ARG2 (c2 / company
            :name (n2 / name
                  :op1 ""AmazonIN""))
      :snt3 (h / help-01
            :ARG0 (t / think-01
                  :ARG0 (y / you))
            :ARG1 (e / enrich-01
                  :ARG0 t
                  :ARG1 (l / learn-01
                        :ARG0 (ii / i)))
            :ARG2 ii
            :topic (a / article
                  :location (s2 / section
                        :topic (r / retail-01)
                        :part-of (e2 / edition
                              :mod (o / online)
                              :poss (n3 / newspaper
                                    :name (n4 / name
                                          :op1 ""Economic""
                                          :op2 ""Times""))))
                  :topic (ii2 / impact-01
                        :ARG0 (p / program
                              :name (n5 / name
                                    :op1 ""COVID""
                                    :op2 19))
                        :ARG1 (b / behave-01
                              :ARG1 (s3 / shop-01))))))"
"@AlexanderWidrow @Mcphie00 Stay in the city!  Help will come.?

Under such circumstances, Don't go rambling out in the countryside in places you're not known or not supposed to be ... there, Covid-19 is the least of your worries!

Stock up on drie",Neutral,,(a / amr-empty)
MPA Focal Person for COVID 19 Hyd preside the meeting with Floor mills association at Shahbaz hal Hyderabad to make sure the public should be provide food stuff on Govt prices where Additional Comissioner Syed sajjad shah also briefed him abt current situation,Positive, of flour millsThe MPA Focal Person for COVID 19 Hyd presided over the meeting with Floor mills association at Shahbaz hal Hyderabad to make sure the public should be provided food stuff on Govt prices where Additional Comissioner Syed sajjad shah also briefed him,"(p / preside-01
      :ARG0 (p2 / person
            :ARG0-of (h / have-org-role-91
                  :ARG1 (g / government-organization
                        :name (n / name
                              :op1 ""COVID""
                              :op2 19
                              :op3 ""Hyd""))
                  :ARG2 (m / member))
            :ARG0-of (h2 / have-org-role-91
                  :ARG1 (g2 / government-organization
                        :name (n2 / name
                              :op1 ""MAP""))
                  :ARG2 m))
      :ARG1 (m2 / meet-03
            :ARG0 (a / association
                  :mod (m3 / mill
                        :mod (f / floor)))
            :location (c / city
                  :name (n3 / name
                        :op1 ""Shahbaz""
                        :op2 ""Hal""
                        :op3 ""Hyderabad""))
            :purpose (e / ensure-01
                  :ARG0 p2
                  :ARG1 (p3 / provide-01
                        :ARG1 (s / stuff
                              :mod (f2 / food)
                              :topic (t / thing
                                    :ARG2-of (p4 / price-01
                                          :ARG0 (g3 / government-organization
                                                :ARG0-of (g4 / govern-01)))))
                        :ARG2 (p5 / public)
                        :ARG1-of (b / brief-01
                              :ARG0 (p6 / person
                                    :name (n4 / name
                                          :op1 ""Syed""
                                          :op2 ""Sajjad""
                                          :op3 ""Shah"")
                                    :ARG0-of (h3 / have-org-role-91
                                          :ARG2 (c2 / commissioner
                                                :mod (a2 / additional))))
                              :ARG1 p2
                              :mod (a3 / also)))))
      :ARG2 m3
      :mod (f3 / flour))"
"Grocery spending in March was the highest on record, reports @killianwoods #Covid19 #coronavirus

https://t.co/mpBbvuJWPd",Neutral,"Grocery spending in March was the highest on record, according to @killianwoods.","(s / say-01
      :ARG0 (p / person
            :name (n / name
                  :op1 ""killianwoods""))
      :ARG1 (h / have-degree-91
            :ARG1 (s2 / spend-01
                  :ARG4 (g / grocery)
                  :time (d / date-entity
                        :month 3))
            :ARG2 (h2 / high-02
                  :ARG1 s2)
            :ARG3 (m / most)
            :ARG5 (r / record-01)))"
My Live Daily #London #CoronaVirus update (footage only taken when travelling to my local supermarket) - What are you seeing from where you are in the world ? ? #CoronaCrisisuk #londonlockdown #news @BBCNews @DailyMailUK @standardnews @Independent @guardian @Telegraph @SkyNews https://t.co/7Ne6CRkMr5,Neutral,What are you seeing in terms of the coronavirus from where you are in the world?,"(s / see-01
      :ARG0 (y / you)
      :ARG1 (a / amr-unknown)
      :topic (c / coronavirus)
      :source (l / location
            :location-of y
            :location (w / world)))"
"Always sneeze or cough into a tissue or your bent elbow.

Ask your Coronavirus (COVID-19) Questions to our doctors online Â» https://t.co/S8Yr8I2kOb

#Coronavirus #virus #covid19 #icliniq100hrs #handwash #sanitizer https://t.co/fiLbg9VquT",Neutral,Sneeze or cough into a tissue or your bent elbow.,"(o / or
      :op1 (s / sneeze-01
            :ARG0 (y / you
                  :part (e / elbow
                        :ARG1-of (b / bend-01))))
      :op2 (c / cough-01
            :ARG0 y
            :destination (o2 / or
                  :op1 (t / tissue)
                  :op2 e)))"
 Falling stock prices and depressed markets are the friend of a long term value investor    ,Positive,Falling stock prices and depressed markets present an opportunity for long term value investors.,"(p / present-01
      :ARG0 (a / and
            :op1 (p2 / price-01
                  :ARG1 (s / stock)
                  :ARG1-of (f / fall-01))
            :op2 (m / market
                  :ARG1-of (d / depress-01)))
      :ARG1 (o / opportunity)
      :ARG2 (p3 / person
            :ARG0-of (ii / invest-01
                  :ARG2 (v / value)
                  :ARG1-of (l / long-03))))"
"Just been to a supermarket for the first time in weeks, it felt so weird!  #StayHomeSaveLives #keyworker",Negative,I just went to the supermarket for the first time in weeks and it felt so weird!,"(a / and
      :op1 (g / go-02
            :ARG0 (ii / i)
            :ARG4 (s / supermarket)
            :mod (j / just)
            :ord (o / ordinal-entity
                  :value 1
                  :range (m / multiple
                        :op1 (t / temporal-quantity
                              :quant 1
                              :unit (w / week)))))
      :op2 (f / feel-05
            :ARG1 s
            :ARG2 (w2 / weird
                  :degree (s2 / so))))"
Hoarders should be named and shamed. Release the supermarket camera footage and hit them with a huge  fine or even a criminal charge. #auspol #coronavirus #COVID2019AU,Negative,Hoarders should be named and shamed in order to discourage this behavior.,"(r / recommend-01
      :ARG1 (a / and
            :op1 (n / name-01
                  :ARG1 (p / person
                        :ARG0-of (h / hoard-01)))
            :op2 (s / shame-01
                  :ARG1 p))
      :purpose (d / discourage-01
            :ARG1 (b / behave-01
                  :ARG0 p
                  :ARG1 (t / this))))"
"@irSkullBeard @aseip1 Are social determinants of health dangerous to pair with political allegiance, consumer behaviour and belief system data? 

Why yes it is. It means specific groups of people could be targeted. 

Are there specific population ",Negative," groups that could be targeted if social determinants of health are paired with political allegiance, consumer behavior, and belief system data?","(g / group
      :ARG1-of (t / target-01
            :ARG1-of (p / possible-01)
            :condition (p2 / pair-01
                  :ARG1 (d / determine-01
                        :ARG0 (s / society)
                        :ARG1 (h / health))
                  :ARG2 (a / and
                        :op1 (a2 / allegiance
                              :mod (p3 / politics))
                        :op2 (b / behave-01
                              :ARG0 (p4 / person
                                    :ARG0-of (c / consume-01)))
                        :op3 (d2 / data
                              :topic (s2 / system
                                    :mod (b2 / believe-01)))))))"
"Shame on you @eBay @eBayCanada for allowing the selling of hand sanitizers, Lysol &amp; cleaning products at high prices to gouge individuals who need them during the Covid 19 pandemic Other selling platforms has shut down this type of selling so wrong @eBay @eBayCanada https://t.co/qOc5C5sFVb",Negative,"Shame on you, eBay and eBay Canada, for allowing the selling of hand sanitizers, Lysol, and cleaning products at high prices to gouge individuals who need them during the Covid 19 pandemic. Other selling platforms have shut down this type of selling, so wrong,","(m / multi-sentence
      :snt1 (s / shame-01
            :ARG1 (a / and
                  :op1 (y / you)
                  :op2 (c / company
                        :name (n / name
                              :op1 ""eBay""))
                  :op3 (c2 / company
                        :name (n2 / name
                              :op1 ""eBay""
                              :op2 ""Canada"")))
            :ARG2 (a2 / allow-01
                  :ARG0 a
                  :ARG1 (s2 / sell-01
                        :ARG1 (a3 / and
                              :op1 (s3 / sanitize-01
                                    :ARG1 (h / hand))
                              :op2 (p / product
                                    :name (n3 / name
                                          :op1 ""Lysol""))
                              :op3 (p2 / product
                                    :ARG0-of (c3 / clean-01)))
                        :ARG3 (p3 / price
                              :ARG1-of (h2 / high-02)))
                  :ARG0-of (g / gouge-02
                        :ARG2 (ii / individual
                              :ARG0-of (n4 / need-01
                                    :ARG1 a3
                                    :time (p4 / pandemic
                                          :name (n5 / name
                                                :op1 ""Covid""
                                                :op2 19)))))))
      :snt2 (s4 / shut-down-05
            :ARG0 (p5 / platform
                  :ARG0-of (s5 / sell-01)
                  :mod (o / other))
            :ARG1 (t / type-03
                  :ARG1 (s6 / sell-01)
                  :mod (t2 / this))
            :ARG1-of (w / wrong-02
                  :degree (s7 / so))))"
"The drastic increase in unemployment caused by the COVID-19 pandemic will contribute to rising
demand for food assistance as Missourians struggle to make ends meet. Learn more about what's happening and what #moleg &amp; others can do to respond https://t.co/cak7VZwxmZ",Negative,The drastic increase in unemployment caused by the COVID-19 pandemic will contribute to rising demand for food assistance as Missourians struggle to make ends meet.,"(c / contribute-01
      :ARG0 (ii / increase-01
            :ARG1 (e / employ-01
                  :polarity -)
            :mod (d / drastic)
            :ARG1-of (c2 / cause-01
                  :ARG0 (p / pandemic
                        :name (n / name
                              :op1 ""COVID-19""))))
      :ARG2 (d2 / demand-01
            :ARG1 (a / assist-01
                  :ARG2 (f / food))
            :ARG1-of (r / rise-01)
            :time (s / struggle-02
                  :ARG0 (p2 / person
                        :location (s2 / state
                              :name (n2 / name
                                    :op1 ""Missouri"")))
                  :ARG1 (m / make-02
                        :ARG0 p2
                        :ARG1 (m2 / meet-05
                              :ARG0 (e2 / end))))))"
".@ContainerStore shuts remaining stores, sets stricter shopping limits. #retail #coronavirus #containerstore #housewares #homeworld https://t.co/AMe80DsYNN",Neutral,The Container Store has announced that it is closing all remaining stores and setting stricter shopping limits.,"(a / announce-01
      :ARG0 (c / company
            :name (n / name
                  :op1 ""Container""
                  :op2 ""Store""))
      :ARG1 (a2 / and
            :op1 (c2 / close-01
                  :ARG0 c
                  :ARG1 (s / store
                        :ARG1-of (r / remain-01)
                        :mod (a3 / all)))
            :op2 (s2 / set-02
                  :ARG0 c
                  :ARG1 (l / limit-01
                        :ARG1 (s3 / shop-01)
                        :ARG1-of (h / have-degree-91
                              :ARG2 (s4 / strict)
                              :ARG3 (m / more))))))"
Shopper at Crest Grocery Store Edmond Oklahoma #coronavirus #COVID19  He was not riding a motorcycle. https://t.co/4Fv1qfaVt8,Neutral,"The shopper at Crest Grocery Store in Edmond, Oklahoma was not riding a motorcycle.","(r / ride-01
      :polarity -
      :ARG0 (p / person
            :ARG0-of (s / shop-01
                  :ARG2 (c / company
                        :name (n / name
                              :op1 ""Crest""
                              :op2 ""Grocery""
                              :op3 ""Store"")
                        :location (c2 / city
                              :name (n2 / name
                                    :op1 ""Edmond"")
                              :location (s2 / state
                                    :name (n3 / name
                                          :op1 ""Oklahoma""))))))
      :ARG1 (m / motorcycle))"
Haan Floor Sanitizer Steam Cleaner Mop HS-E2010Y No pads Free Shipping! https://t.co/vmNJ8Dl4IY #coronavirus #covid_19 #covid19,Positive,This floor sanitizer steam cleaner mop comes with no pads and free shipping!,"(c / come-01
      :ARG1 (m / mop
            :ARG0-of (c2 / clean-01
                  :ARG1 (f / floor)
                  :instrument (s / steam))
            :mod (t / this))
      :accompanier (a / and
            :op1 (p / pad
                  :polarity -)
            :op2 (s2 / ship-01
                  :ARG1-of (f2 / free-03))))"
"US equity markets remained upbeat amid optimism that the pace of new COVID-19 cases may be slowing. The S&amp;P500 is currently up 3.4%, the AUD and NZD following suit. Oil prices and bond yields are also higher. https://t.co/Xicy2asEUq",Positive,"US equity markets remained upbeat amid optimism that the pace of new COVID-19 cases may be slowing. The S&P 500 is up 3.4%, the AUD and NZD are following suit, and oil prices and bond yields are also higher.","(m / multi-sentence
      :snt1 (r / remain-01
            :ARG1 (m2 / market
                  :mod (e / equity)
                  :mod (c / country
                        :name (n / name
                              :op1 ""US"")))
            :ARG3 (u / upbeat)
            :ARG1-of (c2 / cause-01
                  :ARG0 (o / optimism
                        :topic (p / possible-01
                              :ARG1 (s / slow-01
                                    :ARG1 (p2 / pace-01
                                          :ARG1 (c3 / case-03
                                                :mod (l / law
                                                      :name (n2 / name
                                                            :op1 ""COVID-19""))
                                                :ARG1-of (n3 / new-01))))))))
      :snt2 (a / and
            :op1 (u2 / up-02
                  :ARG1 (ii / index
                        :mod (c4 / company
                              :name (n4 / name
                                    :op1 ""S&P""
                                    :op2 500)))
                  :ARG2 (p3 / percentage-entity
                        :value 3.4))
            :op2 (f / follow-02
                  :ARG0 (a2 / and
                        :op1 (m3 / monetary-quantity
                              :ARG2-of (p4 / price-01
                                    :ARG1 (o2 / oil)))
                        :op2 (m4 / monetary-quantity
                              :ARG2-of (y / yield-01
                                    :ARG1 (b / bond))))
                  :ARG1-of (f2 / follow-suit-06))
            :op3 (h / have-degree-91
                  :ARG1 (a3 / and
                        :op1 m3
                        :op2 m4)
                  :ARG2 (h2 / high-02
                        :ARG1 a3
                        :mod (a4 / also))
                  :ARG3 (m5 / more))))"
what a disgusting pig of a human a lady who tested positive to covid-19 was cause spitting on fruit at a supermarket #COVID?19 #COVIDIOTS,Positive,What a disgusting pig of a human. A lady who tested positive for COVID-19 was causing spitting on fruit at a supermarket. #COVID19 #COVIDIOTS,"(m / multi-sentence
      :snt1 (p / pig
            :ARG0-of (d / disgust-01
                  :degree (s / so))
            :mod (h / human))
      :snt2 (c / cause-01
            :ARG0 (l / lady
                  :ARG1-of (t / test-01
                        :ARG2 (p2 / positive)
                        :ARG3 (l2 / law
                              :name (n / name
                                    :op1 ""COVID-19""))))
            :ARG1 (s2 / spit-01
                  :ARG2 (f / fruit)
                  :location (s3 / supermarket)))
      :snt3 (s4 / string-entity
            :value ""COVID19"")
      :snt4 (p3 / person
            :name n
            :op1 ""COVIDIOTS""))"
"When you thought people could not sink any lower, they start stealing sanitiser from hospitals and food from supermarket donation bins. You're beyond selfish. Stay classy, UK. #selfishpeople #StopHoarding #coronavirus",Negative,"When you think people can't sink any lower, they start stealing sanitizer from hospitals and food from supermarket donation bins. You're beyond selfish. Stay classy, UK.","(m / multi-sentence
      :snt1 (s / start-01
            :ARG0 (p / person)
            :ARG1 (s2 / steal-01
                  :ARG0 p
                  :ARG1 (a / and
                        :op1 (s3 / sanitizer
                              :source (h / hospital))
                        :op2 (f / food
                              :source (b / bin
                                    :location (s4 / supermarket)
                                    :location-of (d / donate-01)))))
            :time (t / think-01
                  :ARG0 (y / you)
                  :ARG1 (p2 / possible-01
                        :polarity -
                        :ARG1 (s5 / sink-01
                              :ARG1 (p3 / person)
                              :ARG4 (l / low-04
                                    :ARG1 p3
                                    :mod (a2 / any)
                                    :ARG2-of (h2 / have-degree-91
                                          :ARG1 p3
                                          :ARG3 (m2 / more)))))))
      :snt2 (s6 / selfish
            :degree (b2 / beyond)
            :domain (y2 / you
                  :mod (c / country
                        :name (n / name
                              :op1 ""UK""))))
      :snt3 (s7 / stay-01
            :ARG1 (y3 / you)
            :ARG3 (c2 / classy-02
                  :ARG1 y3)))"
"Coronavirus: heroes vs zeros (#2 in an ongoing series)
Location: Christchurch, Dorset https://t.co/qSyBJcHanX",Positive,This is the second in a series of articles about the coronavirus.,"(ii / include-91
      :ARG1 (a / article
            :topic (c / coronavirus))
      :ARG2 (s / series
            :consist-of (t / this))
      :ARG3 (o / ordinal-entity
            :value 2))"
Petrol prices atm at my local servo. HavenÂt seen it this low in yeeeaaarrrss ? #coronavirus #covid19australia https://t.co/pFHBFCpZan,Negative,The petrol prices at my local service station are really low at the moment. I haven't seen them this low in years.,"(m / multi-sentence
      :snt1 (l / low-04
            :ARG1 (t / thing
                  :ARG2-of (p / price-01
                        :ARG1 (p2 / petrol))
                  :location (s / station
                        :ARG0-of (s2 / service-05)
                        :ARG1-of (l2 / local-02)
                        :poss (ii / i)))
            :degree (r / really)
            :time (m2 / moment))
      :snt2 (s3 / see-01
            :polarity -
            :ARG0 (ii2 / i)
            :ARG1 (l3 / low-04
                  :ARG1 (t2 / they)
                  :degree (t3 / this))
            :time (m3 / multiple
                  :op1 (t4 / temporal-quantity
                        :quant 1
                        :unit (y / year)))))"
Wore my balaclava to the grocery store #COVID2019 #staysafe,Neutral,I wore my balaclava to the grocery store to stay safe from COVID-19.,"(w / wear-01
      :ARG0 (ii / i)
      :ARG1 (b / balaclava
            :poss ii)
      :location (s / store
            :mod (g / grocery))
      :purpose (s2 / stay-01
            :ARG1 ii
            :ARG3 (s3 / safe-01
                  :ARG1 ii
                  :ARG2 (p / product
                        :name (n / name
                              :op1 ""COVID-19"")))))"
"#FuelUpdate: #Petrol, #diesel prices stagnant for 22nd day today amid #Covid_19 lockdown
https://t.co/iGQW8qHdaQ",Neutral,"Petrol and diesel prices have not changed for the 22nd day in a row, amid the Covid-19 lockdown.","(c / change-01
      :polarity -
      :ARG1 (t / thing
            :ARG2-of (p / price-01
                  :ARG1 (a / and
                        :op1 (p2 / petrol)
                        :op2 (d / diesel))))
      :time (l / lockdown
            :location (f / facility
                  :name (n / name
                        :op1 ""Covid-19"")))
      :frequency (t2 / temporal-quantity
            :quant 22
            :unit (d2 / day)
            :mod (ii / in-a-row)))"
"This morningÂs queue. A half hour in and the supermarket finally comes into view. #covi?d19 #coronavirus #lockdown #queue #socialdistancing #photography #blackandwhite #contrast @ Ruislip, Slough, United Kingdom https://t.co/5j4vXkFZNa",Positive,"— Adam (@Adam09098) March 28, 2020","(s / say-01
      :ARG0 (p / person
            :name (n / name
                  :op1 ""Adam""))
      :time (d / date-entity
            :day 28
            :month 3
            :year 2020))"
"When the term #socialdistancing first entered our lexicon a few weeks back (remember the good old days when #COVID_19 concerns were primarily #toiletpaper based?), I tried to explain it to my 4-year-old. https://t.co/EZZFNa9jgT #coronavirus https://t.co/4wfVb7nLa6",Positive,"When the term ""social distancing"" first entered our lexicon a few weeks back, I tried to explain it to my 4-year-old.","(t / try-01
      :ARG0 (ii / i)
      :ARG1 (e / explain-01
            :ARG0 ii
            :ARG1 (t2 / term-01
                  :ARG1 (d / distance-01
                        :ARG2 (s / society)))
            :ARG2 (p / person
                  :ARG0-of (h / have-rel-role-91
                        :ARG1 ii
                        :ARG2 (c / child))
                  :age (t3 / temporal-quantity
                        :quant 4
                        :unit (y / year))))
      :time (e2 / enter-01
            :ARG0 t2
            :ARG1 (l / lexicon
                  :poss (w / we))
            :ord (o / ordinal-entity
                  :value 1)
            :time (b / before
                  :op1 (n / now)
                  :quant (f / few
                        :op1 (t4 / temporal-quantity
                              :quant 1
                              :unit (w2 / week))))))"
